1, 33, F
2, 30, F
3, 55, F
4, 68, F
5, 42, F
6, 47, F
7, 61, F
8, 57, F
9, 49, F
10, 66, F
11, 66, F
12, 45, F
13, 31, F
14, 66, F
15, 19, F
16, 44, F
17, 79, F
18, 59, F
19, 38, F
20, 53, F
21, 54, F
22, 68, F
23, 52, F
24, 44, F
25, 59, F
26, 53, F
27, 46, F
28, 71, F
29, 71, F
30, 34, F
31, 46, F
32, 7, F
33, 30, F
34, 41, F
35, 40, F
36, 62, F
37, 59, F
38, 59, F
39, 60, F
40, 35, F
41, 75, F
42, 23, F
43, 73, F
44, 68, F
45, 55, F
46, 54, F
47, 65, F
48, 73, F
49, 29, F
50, 25, F
51, 65, F
52, 41, F
53, 55, F
54, 50, F
55, 73, F
56, 44, F
57, 39, F
58, 73, F
59, 63, F
60, 60, F
61, 31, F
62, 71, F
63, 45, F
64, 25, F
65, 43, F
66, 60, F
67, 49, F
68, 42, F
69, 16, F
70, 55, F
71, 37, F
72, 71, F
73, 48, F
74, 30, F
75, 34, F
76, 73, F
77, 44, F
78, 35, F
79, 57, F
80, 49, F
81, 46, F
82, 52, F
83, 68, F
84, 69, F
85, 89, F
86, 52, F
87, 53, F
88, 47, F
89, 66, F
90, 81, F
91, 52, F
92, 56, F
93, 61, F
94, 47, F
95, 53, F
96, 50, F
97, 27, F
98, 61, F
99, 62, F
100, 82, F
101, 74, F
102, 33, F
103, 42, F
104, 47, F
105, 93, F
106, 31, F
107, 47, F
108, 31, F
109, 43, F
110, 29, F
111, 63, F
112, 53, F
113, 42, F
114, 46, F
115, 29, F
116, 66, F
117, 36, F
118, 53, F
119, 60, F
120, 32, F
121, 95, F
122, 68, F
123, 58, F
124, 13, F
125, 41, F
126, 80, F
127, 86, F
128, 30, F
129, 44, F
130, 39, F
131, 61, F
132, 53, F
133, 58, F
134, 73, F
135, 65, F
136, 46, F
137, 44, F
138, 46, F
139, 41, F
140, 56, F
141, 21, F
142, 52, F
143, 25, F
144, 36, F
145, 18, F
146, 49, F
147, 24, F
148, 62, F
149, 32, F
150, 83, F
151, 58, F
152, 53, F
153, 64, F
154, 37, F
155, 20, F
156, 75, F
157, 31, F
158, 35, F
159, 34, F
160, 40, F
161, 53, F
162, 38, F
163, 14, F
164, 45, F
165, 76, F
166, 42, F
167, 65, F
168, 82, F
169, 36, F
170, 67, F
171, 48, F
172, 64, F
173, 66, F
174, 56, F
175, 58, F
176, 47, F
177, 41, F
178, 28, F
179, 51, F
180, 27, F
181, 64, F
182, 30, F
183, 64, F
184, 52, F
185, 26, F
186, 58, F
187, 57, F
188, 58, F
189, 30, F
190, 53, F
191, 45, F
192, 47, F
193, 43, F
194, 39, F
195, 62, F
196, 42, F
197, 4, F
198, 80, F
199, 49, F
200, 19, F
201, 69, F
202, 38, F
203, 39, F
204, 44, F
205, 50, F
206, 69, F
207, 56, F
208, 49, F
209, 51, F
210, 52, F
211, 66, F
212, 71, F
213, 65, F
214, 50, F
215, 82, F
216, 28, F
217, 41, F
218, 55, F
219, 78, F
220, 38, F
221, 41, F
222, 49, F
223, 41, F
224, 62, F
225, 57, F
226, 18, F
